"Warehouse Id","SKU","Title","Listing Id","FSN","Brand","Flipkart Selling Price","Live on Website","Sales 7D","Sales 14D","Sales 30D","Sales 60D","Sales 90D","B2B Scheduled","Transfers Scheduled","B2B Shipped","Transfers Shipped","B2B Receiving","Transfers Receiving","Reserved for Orders and Recalls","Reserved for Internal Processing","Returns Processing","Orders to Dispatch","Recalls to Dispatch","Damaged","QC Reject","Catalog Reject","Returns Reject","Seller Return Reject","Miscellaneous","Length (in cm)","Breadth (in cm)","Height (in cm)","Weight (in kg)","Fulfilment Type","F Assured Badge"
chn_tvr_04,PGA-VCBM1,Pilgrim Australian Kakadu Plum Vitamin C Brightening Glow Face Moisturizer,LSTMSCHGTENVUYJHGC4VBD6KN,MSCHGTENVUYJHGC4,Pilgrim,259.0,94,18,26,26,26,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.8859379999999994,7.486649999999999,4.49199,0.084,"Smart/Flipkart, Seller",Yes
chn_tvr_04,PGSL-VCTLB1,Pilgrim Vitamin C Tinted Lip Balm with Spanish Squalane Strawberry,LSTLPBHHYDK8HZ2Y3GMBFVWOD,LPBHHYDK8HZ2Y3GM,Pilgrim,196.0,22,7,7,7,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.477749999999999,7.3868279999999995,2.5953720000000002,0.019,"Smart/Flipkart, Seller",Yes
cbe_oth_01,PGK-DRS200,Pilgrim Korean Rice Water & Collagen Advanced Damage Repair Shampoo|Hair Fall Control,LSTSMPHBKJW6NDVV9HGXAJVMT,SMPHBKJW6NDVV9HG,Pilgrim,260.0,77,9,48,207,338,526,90,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,12.777216000000001,5.1907440000000005,5.290566,0.196,Smart/Flipkart,Yes
chn_tvr_04,PGAHM,"Pilgrim Patua & Keratin Strengthening Hair Mask With Sacha Inchi For Dry, Frizzy Hair",LSTHTTGK7UTAPGZHZRWLDZ7ZG,HTTGK7UTAPGZHZRW,Pilgrim,406.0,10,7,13,21,21,27,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.185404,8.684514,5.390388,0.228,Smart/Flipkart,Yes
chn_tvr_04,PHD-2AADS1,Proven Honest Derma /PHD/ 2% Alpha Arbutin Depigmentation Serum with 2% Tyrobright,LSTKMTHBV8HYWQCRPNVEVGAOP,KMTHBV8HYWQCRPNV,Proven Honest Derma,671.0,0,10,16,59,141,185,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.777216000000001,6.588252,4.9911,0.088,"Smart/Flipkart, Seller",Yes
chn_tvr_04,PHD-2HAS1,Proven Honest Derma /PHD/ 2% Hyaluronic Acid Dewy Skin Serum I 1% PGA & Panthenol,LSTKMTHBVBWJHHJBNGBSGUZ8Y,KMTHBVBWJHHJBNGB,Proven Honest Derma,584.0,7,0,5,8,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.97686,6.688074,4.49199,0.094,Smart/Flipkart,Yes
chn_tvr_04,PHD-10NS1,Proven Honest Derma /PHD/ 10% Niacinamide Spot Correcting Serum with 2% NAG I Fades Acne Marks,LSTKMTHBVCY7CDDBJN8HIHXEH,KMTHBVCY7CDDBJN8,Proven Honest Derma,623.0,0,4,18,66,239,291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13.076682,6.787896,5.1907440000000005,0.082,"Smart/Flipkart, Seller",Yes
chn_tvr_04,PHD-2SAAAS1,Proven Honest Derma /PHD/ 2% Salicylic Acid Anti-Acne Serum with Niacinamide & Peptides,LSTKMTHBVCHFDPTKQ6JLVTXZM,KMTHBVCHFDPTKQ6J,Proven Honest Derma,584.0,4,3,5,29,71,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.8877180000000005,12.677394000000001,4.891278,0.094,"Smart/Flipkart, Seller",Yes
chn_tvr_04,PGK-WLTS50,Pilgrim Sunscreen - SPF 50+ PA++++ Korean White Lotus Tinted Sunscreen with 3% Niacinamide No White Cast,LSTSNRH9QH7QEAQZUNRSBXU7Z,SNRH9QH7QEAQZUNR,Pilgrim,445.0,1,5,7,12,12,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.873477999999999,5.49021,3.9928800000000004,0.054,"Smart/Flipkart, Seller",Yes
chn_tvr_04,PGATT-ADS650,Pilgrim Australian Tea Tree & Salicylic Acid Non-Drying Anti-Dandruff Shampoo,LSTSMPHGCTVCCQZADN8FU5DKZ,SMPHGCTVCCQZADN8,Pilgrim,761.0,64,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.554432000000002,9.882378,5.290566,0.627,"Smart/Flipkart, Seller",Yes
chn_tvr_04,PGSL-RWB200,Pilgrim Korean Black Rice and Rosemary Water Spray For All Hair Types Hair Spray,LSTHSYHHNN2HJBTTCAZKONS7X,HSYHHNN2HJBTTCAZ,Pilgrim,242.0,0,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.563332000000003,4.49199,4.49199,0.214,"Smart/Flipkart, Seller",Yes
gur_san_wh_nl_01nl,PGGTM-RAHCS1,Pilgrim Redensyl & Anagain Hairfall Control Shampoo for all hair types,LSTSMPGXNF4CSPY3SF7QRY0UE,SMPGXNF4CSPY3SF7,Pilgrim,276.0,1212,155,436,965,2000,2863,987,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,19.9644,5.1907440000000005,4.49199,0.222,"Smart/Flipkart, Seller",Yes
chn_tvr_04,PHD-NMS1,Proven Honest Derma Sunscreen - SPF 50 PA++++ /PHD/ Niacinamide Dry Touch Matte Sunscreen,LSTSNRHGMDP8EJKYKGGZFF2K3,SNRHGMDP8EJKYKGG,Proven Honest Derma,444.0,0,2,3,12,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.777216000000001,5.090922000000001,2.5953720000000002,0.093,"Smart/Flipkart, Seller",Yes
chn_tvr_04,PGK-AHBHPS60,Pilgrim 25% AHA + 2% BHA + 5% PHA Peeling Solution Face Serum for Exfoliation|Detan,LSTKMTHDWPHYES4WZZFA5BAH8,KMTHDWPHYES4WZZF,Pilgrim,850.0,0,0,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.376148,5.590032,5.090922000000001,0.152,"Smart/Flipkart, Seller",Yes
jai_san_wh_nl_01nl,PGK-10NFS10,Pilgrim 10% Niacinamide Face Serum for Men and Women|Reduce Acne Mark|Bright Skin,LSTFRNHFCGKWWJVP25XEVYFXJ,FRNHFCGKWWJVP25X,Pilgrim,181.0,-2,94,184,498,1058,1455,276,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.381488000000001,8.385048000000001,3.593592,0.028,Smart/Flipkart,Yes
chn_tvr_04,PGATT-ADS400,Pilgrim Australian Tea Tree Non-Drying Anti-Dandruff Shampoo for Itchy Scalp,LSTSMPHJZH5H33V5ZQE7SAPO7,SMPHJZH5H33V5ZQE,Pilgrim,450.0,284,62,64,154,201,201,22,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,29,21.062441999999997,6.3886080000000005,5.889498000000001,0.43,"Smart/Flipkart, Seller",Yes
gur_san_wh_nl_01nl,PGVFMT1,"Pilgrim Alcohol Free Red Vine Face Toner, Face Mist Spray For Anti Ageing, Glowing Skin, Dry, Oily Skin, Men & Women,100ml Men & Women",LSTTNRFZ879ZGAEVZA5MVZCKG,TNRFZ879ZGAEVZA5,Pilgrim,225.0,168,74,153,282,454,680,48,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14.374368,4.691634,3.0944819999999997,0.087,Smart/Flipkart,Yes
malur_bts,PGKS1,"Pilgrim Sulfate Free Shampoo| Non Foaming | with Argan Oil, White Lotus & Camellia | Korean K-Beauty | Cleans Gently, Nourishes & Fights Hair Fall | All Hair Types | Sulfate & Paraben Free",LSTSMPFZZCMP7ZYRWF5AYQFBI,SMPFZZCMP7ZYRWF5,Pilgrim,293.0,191,40,92,127,357,581,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,20.064222,4.9911,4.591812,0.283,"Smart/Flipkart, Seller",Yes
ulub_bts,PGK-KAS,Pilgrim 2% & 1% Alpha Arbutin|Dark Spots & Pigmentation|Improves Skin Tone,LSTFRNGX8ZPKFD6ZBDG6INN3C,FRNGX8ZPKFD6ZBDG,Pilgrim,445.0,81,48,92,188,382,476,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11.279886000000001,6.089142,6.288786000000001,0.097,"Smart/Flipkart, Seller",Yes
malur_bts,PGMU-CPGB1,Pilgrim Natural Matte Compact,LSTCMPGVYFFUFCXGWGEE7YNSA,CMPGVYFFUFCXGWGE,Pilgrim,339.0,7,18,30,30,41,64,60,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9.9822,8.98398,4.092702,0.053,"Smart/Flipkart, Seller",Yes
gur_san_wh_nl_01nl,PGKHS1,"Pilgrim Argan Oil Hair Serum | with White Lotus & Camellia | Korean K-Beauty | For Gloss & Shine, Fights Frizz & Dryness | Gloss Repair Dry-Damaged Hair | Paraben & Mineral Oil Free",LSTHSMFZRV586HXUMVKFQBHRH,HSMFZRV586HXUMVK,Pilgrim,350.0,51,6,29,106,200,286,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16.869918000000002,6.1889639999999995,4.092702,0.083,"Smart/Flipkart, Seller",Yes
ulub_bts,PGMU-CPWS1,Pilgrim Natural Matte Compact,LSTCMPGVYFF9QXQHTBYISTMMF,CMPGVYFF9QXQHTBY,Pilgrim,361.0,18,5,5,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.9822,9.682734,3.393948,0.069,"Smart/Flipkart, Seller",Yes
cbe_oth_01,PHD-VCBM1,"Proven Honest Derma Vitamin C Brightening Moisturizer with Q10, Ferulic & Pentavitin",LSTMSCHBWG8SHYN37HGICLBEL,MSCHBWG8SHYN37HG,Proven Honest Derma,494.0,1,4,4,15,53,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.385048000000001,9.183624,7.5864720000000005,0.202,"Smart/Flipkart, Seller",Yes
malur_bts,PGALIC,"Pilgrim Patua Leave-In Conditioner with Amino Acids for Frizz-Free, Smooth, Silky Hair",LSTCNDGNYCKUCAJUMTAKCRNYZ,CNDGNYCKUCAJUMTA,Pilgrim,315.0,59,37,37,51,156,295,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16.071342,5.49021,3.294126,0.093,"Smart/Flipkart, Seller",Yes
hyderabad_medchal_01,PGATT-ADSS1,Pilgrim Australian Tea Tree Anti-Dandruff Scalp Serum Relieves Itchiness & Inflammation,LSTHSMHFCJZ9ZRSJBHZ10KHLB,HSMHFCJZ9ZRSJBHZ,Pilgrim,460.0,8,0,1,6,23,29,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,16.47063,5.590032,3.393948,0.097,Smart/Flipkart,Yes
bhi_vas_wh_nl_01nl,PHD-10VCBS1,Proven Honest Derma /PHD/ 10% Vitamin C Brightening Serum with 2% NAG & Tasmanian Pepper,LSTKMTHBRW8AZFHGYYKVTUOA1,KMTHBRW8AZFHGYYK,Proven Honest Derma,671.0,6,6,14,26,73,114,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.97686,6.688074,4.791456,0.172,"Smart/Flipkart, Seller",Yes
jai_san_wh_nl_01nl,PGK-HASSG50,Pilgrim Sunscreen - SPF 50 PA+++ 1% Hyaluronic Acid Sunscreen Gel | UVA/UVB/Bluelight Protection | Broad Spectrum,LSTSNRGYKCBV9ZYANNVEWSGDF,SNRGYKCBV9ZYANNV,Pilgrim,325.0,17,17,53,104,139,164,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.174724,5.590032,3.49377,0.007,Smart/Flipkart,Yes
gur_san_wh_nl_01nl,PGKNC1,"Pilgrim Retinol Night Cream with Vitamin C | Anti-ageing, Discover Youthful & Glowing Skin | For Wrinkles, Fine Lines | Dry, Acne Prone, Normal Skin | Men and Women | Korean Beauty | 50gm",LSTMSCGF446FV5UQNYRADWOQX,MSCGF446FV5UQNYR,Pilgrim,585.0,377,99,223,490,998,1496,103,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,8.085582,8.48487,5.590032,0.099,Smart/Flipkart,Yes
gur_san_wh_nl_01nl,PGK24K-GGFW1,Pilgrim 24k Gold face wash for Even skin tone Face Wash,LSTFCWGTKBGSY8NZ2HRY08CCJ,FCWGTKBGSY8NZ2HR,Pilgrim,355.0,266,40,86,225,406,644,35,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14.074902,5.49021,0.49911000000000005,0.065,Smart/Flipkart,Yes
gur_san_wh_nl_01nl,PGA-15VCFS20,Pilgrim 15% Vitamin C Face Serum with ferulic acid and australian kakadu plum,LSTFRNHFCJ2GMUSAGXVSJRWWS,FRNHFCJ2GMUSAGXV,Pilgrim,408.0,800,221,488,1062,2068,3099,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,1,2,11.778996000000001,5.390388,4.092702,0.996,Smart/Flipkart,Yes
jai_san_wh_nl_01nl,PGATT-NOM1,Pilgrim Tea Tree Non Oily Moisturizer with Hyaluronic Acid & CICA for Acne Skin,LSTMSCGHGWGGDRV37AM76WZOR,MSCGHGWGGDRV37AM,Pilgrim,219.0,1,29,29,41,98,98,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.775436000000001,6.787896,3.1943040000000003,0.082,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,PGSL-SRAHS1,Pilgrim Spanish Rosemary Biotin Shampoo for Men & Women|Reduce Hair loss & Breakage,LSTSMPGSQHUWRXGQ8YNN3DVVQ,SMPGSQHUWRXGQ8YN,Pilgrim,260.0,1045,150,317,895,2162,3338,4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,1,17.069562,8.98398,5.590032,0.185,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,PGAVC-IVSS1,Pilgrim Sunscreen - SPF 50 PA+++ Vitamin C Invisible Sunscreen SPF 50 PA+++ for women & men,LSTSNRGQUTFYETHJUPUVHQZ7F,SNRGQUTFYETHJUPU,Pilgrim,625.0,17,9,12,12,12,18,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,11.579352,5.689854,2.795016,0.051,"Smart/Flipkart, Seller",Yes
malur_bts,PGK-10NFS30,Pilgrim 10% Niacinamide Face Serum for Men and Women|Reduce Acne Mark|Bright Skin,LSTFRNHFCG4YEBFWXVYZLTJCP,FRNHFCG4YEBFWXVY,Pilgrim,475.0,2446,619,1465,2763,7575,10099,2922,0,0,0,3,0,15,0,2,1,0,1,0,0,0,0,3,10.48131,5.1907440000000005,5.290566,0.1,Smart/Flipkart,Yes
gur_san_wh_nl_01nl,PGAVC-BSL1,Pilgrim Vitamin C Body Serum Lotion With Kakadu Plum & Lime Pearl | Brightening & De-Tan,LSTMSCGHVMKYTNSR2ZU1IUNQN,MSCGHVMKYTNSR2ZU,Pilgrim,300.0,4,9,15,21,24,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.46707,5.590032,4.49199,0.139,"Smart/Flipkart, Seller",Yes
malur_bts,PHD-3NOFM1,Proven Honest Derma 3% Niacinamide Oil-Free Moisturizer with CICA & Peptides,LSTMSCHBWGZUDQ9ABHJCOIVOU,MSCHBWGZUDQ9ABHJ,Proven Honest Derma,494.0,50,25,42,82,148,275,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8.884158,8.684514,7.985760000000001,0.23,"Smart/Flipkart, Seller",Yes
hyderabad_medchal_01,PGATT-ADS400,Pilgrim Australian Tea Tree Non-Drying Anti-Dandruff Shampoo for Itchy Scalp,LSTSMPHJZH5H33V5ZQE7SAPO7,SMPHJZH5H33V5ZQE,Pilgrim,450.0,78,25,31,226,413,413,1413,0,0,0,3,0,3,0,1,0,0,1,0,0,1,0,0,21.062441999999997,6.3886080000000005,5.889498000000001,0.43,"Smart/Flipkart, Seller",Yes
malur_bts,PGVFMT1,"Pilgrim Alcohol Free Red Vine Face Toner, Face Mist Spray For Anti Ageing, Glowing Skin, Dry, Oily Skin, Men & Women,100ml Men & Women",LSTTNRFZ879ZGAEVZA5MVZCKG,TNRFZ879ZGAEVZA5,Pilgrim,225.0,58,90,159,252,338,472,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,1,14.374368,4.691634,3.0944819999999997,0.087,Smart/Flipkart,Yes
jai_san_wh_nl_01nl,PGKNC1,"Pilgrim Retinol Night Cream with Vitamin C | Anti-ageing, Discover Youthful & Glowing Skin | For Wrinkles, Fine Lines | Dry, Acne Prone, Normal Skin | Men and Women | Korean Beauty | 50gm",LSTMSCGF446FV5UQNYRADWOQX,MSCGF446FV5UQNYR,Pilgrim,585.0,10,9,20,30,54,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.085582,8.48487,5.590032,0.099,Smart/Flipkart,Yes
cbe_oth_01,PGK-10NFS10,Pilgrim 10% Niacinamide Face Serum for Men and Women|Reduce Acne Mark|Bright Skin,LSTFRNHFCGKWWJVP25XEVYFXJ,FRNHFCGKWWJVP25X,Pilgrim,181.0,17,194,375,1019,1593,2396,600,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,10.381488000000001,8.385048000000001,3.593592,0.028,Smart/Flipkart,Yes
ulub_bts,PGK-DRC1,Pilgrim Korean Rice Water & Collagen Advanced Damage Repair Conditioner|Nourish|Softens,LSTCNDHBKZBF2Z52GYQURR8GB,CNDHBKZBF2Z52GYQ,Pilgrim,277.0,171,107,292,675,1391,2102,1890,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18.966179999999998,6.089142,5.1907440000000005,0.203,"Smart/Flipkart, Seller",Yes
ulub_bts,PHD-3NOFM1,Proven Honest Derma 3% Niacinamide Oil-Free Moisturizer with CICA & Peptides,LSTMSCHBWGZUDQ9ABHJCOIVOU,MSCHBWGZUDQ9ABHJ,Proven Honest Derma,494.0,66,13,45,94,165,303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.884158,8.684514,7.985760000000001,0.23,"Smart/Flipkart, Seller",Yes
jai_san_wh_nl_01nl,PGK-DRS200,Pilgrim Korean Rice Water & Collagen Advanced Damage Repair Shampoo|Hair Fall Control,LSTSMPHBKJW6NDVV9HGXAJVMT,SMPHBKJW6NDVV9HG,Pilgrim,260.0,138,100,190,389,744,1100,90,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,12.777216000000001,5.1907440000000005,5.290566,0.196,Smart/Flipkart,Yes
ulub_bts,PGKDC1,Pilgrim Cream SPF 50,LSTFRNFZRRS9W9SJEDF4FO20O,FRNFZRRS9W9SJEDF,Pilgrim,350.0,0,121,360,662,1170,1572,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.784336,8.98398,7.786116,0.321,Smart/Flipkart,Yes
bhi_vas_wh_nl_01nl,PGKOFGM1,"Pilgrim Oil-free Gel Moisturiser with Hyaluronic Acid & Willow Bark Extracts | Suitable for Oily & Acne-Prone Skin Types | Minimizes Pores, Fades Blemishes | Men & Women | Korean Skin Care | 50gm",LSTMSCG7SZQVDH9BXZBSGEZJ8,MSCG7SZQVDH9BXZB,Pilgrim,445.0,49,44,64,142,244,343,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,7.3868279999999995,7.187184,5.090922000000001,0.084,Smart/Flipkart,Yes
ulub_bts,PGATT-ADS650,Pilgrim Australian Tea Tree & Salicylic Acid Non-Drying Anti-Dandruff Shampoo,LSTSMPHGCTVCCQZADN8FU5DKZ,SMPHGCTVCCQZADN8,Pilgrim,761.0,362,128,313,702,1077,1528,1920,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,3,25.554432000000002,9.882378,5.290566,0.627,"Smart/Flipkart, Seller",Yes
hyderabad_medchal_01,PGAVC-GFWT1,Pilgrim Vitamin C  Brightening Skin |All Skin Types|Acne Prone Face Wash,LSTFCWGHUZ9VWEPBZNHZIEAYT,FCWGHUZ9VWEPBZNH,Pilgrim,190.0,-2,68,164,332,556,687,2160,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,14.174724,5.689854,3.393948,0.085,Smart/Flipkart,Yes
gur_san_wh_nl_01nl,PGSL-SRAHC1,Pilgrim Spanish Rosemary & Biotin Anti-Hairfall Conditioner for Hairfall reduction,LSTCNDGSQMGK9EWZQR4EOVSHZ,CNDGSQMGK9EWZQR4,Pilgrim,242.0,1261,159,398,887,2149,3310,22,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,0,20.363688000000003,9.183624,1.8966180000000001,0.186,"Smart/Flipkart, Seller",Yes
chn_tvr_04,PGA-10VCFS10,Pilgrim 10% Vitamin C Face Serum for Oily Skin|Men & Women|Skin Brightening,LSTFRNHFCJDBTSBZGNFPUBK4O,FRNHFCJDBTSBZGNF,Pilgrim,220.0,281,162,217,218,250,1127,3,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,13,13.076682,5.789676,3.7932360000000003,0.046,"Smart/Flipkart, Seller",Yes
gur_san_wh_nl_01nl,PGKS-RAAHGSDPS1,Pilgrim Advanced Hair Growth Serum For Dandruff Prone Scalp For Both Men & Women,LSTHTTH5FY8KVNZ3QRZLG8RRK,HTTH5FY8KVNZ3QRZ,Pilgrim,445.0,119,141,356,755,1372,2279,5640,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11.180064,5.49021,5.789676,0.1,Smart/Flipkart,Yes
ulub_bts,PGKNC1,"Pilgrim Retinol Night Cream with Vitamin C | Anti-ageing, Discover Youthful & Glowing Skin | For Wrinkles, Fine Lines | Dry, Acne Prone, Normal Skin | Men and Women | Korean Beauty | 50gm",LSTMSCGF446FV5UQNYRADWOQX,MSCGF446FV5UQNYR,Pilgrim,585.0,413,210,408,839,1680,2451,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8.085582,8.48487,5.590032,0.099,Smart/Flipkart,Yes
ulub_bts,PGMU-BLCL1,Pilgrim Matte Bullet Lipstick Intense Colour Transferproof & Smudgeproof,LSTLSKH3U8UCKJGDPY5HCWTEH,LSKH3U8UCKJGDPY5,Pilgrim,535.0,62,24,25,75,110,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48487,4.49199,2.894838,0.017,"Smart/Flipkart, Seller",Yes
malur_bts,PGKDC1,Pilgrim Cream SPF 50,LSTFRNFZRRS9W9SJEDF4FO20O,FRNFZRRS9W9SJEDF,Pilgrim,350.0,140,94,199,227,422,589,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,8.784336,8.98398,7.786116,0.321,Smart/Flipkart,Yes
ulub_bts,PGKS-RAHC1,Pilgrim Redensyl & Anagain HAIRFALL CONTROL CONDITIONER REDUCING HAIR FALL & BREAKAGE,LSTCNDHYYZFKWYDMHH3JLT1U0,CNDHYYZFKWYDMHH3,Pilgrim,277.0,169,74,170,444,832,904,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,19.565112,6.288786000000001,4.392168,0.181,"Smart/Flipkart, Seller",Yes
ulub_bts,PGGTM-RAHCS1,Pilgrim Redensyl & Anagain Hairfall Control Shampoo for all hair types,LSTSMPGXNF4CSPY3SF7QRY0UE,SMPGXNF4CSPY3SF7,Pilgrim,276.0,1228,267,660,1515,2987,4048,65,0,0,0,72,0,17,0,0,0,0,0,0,0,0,0,0,19.9644,5.1907440000000005,4.49199,0.222,"Smart/Flipkart, Seller",Yes
ulub_bts,PGKS-RAHHM1,Pilgrim Redensyl & Anagain Hair Fall Control Hair Mask Promotes Hair Re-Growth,LSTHTTHYYYXKKBFQHUM5NVXBG,HTTHYYYXKKBFQHUM,Pilgrim,403.0,29,3,3,3,45,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.49021,7.786116,7.686294,0.213,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,PGASHS,"Pilgrim Patua & Hyaluronic Acid Smoothing Hair Serum for Dry, Frizzy Hair, Silicone-Free",LSTHSMGK9YHMEDGZDFHMD5UCQ,HSMGK9YHMEDGZDFH,Pilgrim,490.0,4,0,0,2,15,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.370808,5.290566,4.092702,0.111,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,PGASS400,Pilgrim Patua Smoothening Shampoo For Dry & Frizzy Hair|Men & Women,LSTSMPHHNKWKCZXZHYYBMRZXN,SMPHHNKWKCZXZHYY,Pilgrim,470.0,337,34,37,38,64,121,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,21.062441999999997,5.789676,5.390388,0.441,"Smart/Flipkart, Seller",Yes
gur_san_wh_nl_01nl,PGK-AHBHPS10,Pilgrim 25% AHA + 2% BHA + 5% PHA Peeling Solution Face Serum for Exfoliation|Detan,LSTKMTHDTC3CFX8Q6WU5QA1VE,KMTHDTC3CFX8Q6WU,Pilgrim,220.0,2344,203,577,1857,3712,5443,0,0,0,0,0,0,6,0,0,1,0,0,2,0,1,0,0,9.9822,6.288786000000001,2.5953720000000002,0.048,Smart/Flipkart,Yes
bhi_vas_wh_nl_01nl,PHD-3NOFM1,Proven Honest Derma 3% Niacinamide Oil-Free Moisturizer with CICA & Peptides,LSTMSCHBWGZUDQ9ABHJCOIVOU,MSCHBWGZUDQ9ABHJ,Proven Honest Derma,494.0,16,0,6,12,36,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.884158,8.684514,7.985760000000001,0.23,"Smart/Flipkart, Seller",Yes
malur_bts,PGSL-RRAAHS1,"Pilgrim RootActive Hairfall Serum with Spanish Rosemary, Caffeine & Biotin",LSTHTTH5FYMGBHUCBZZQOSPZH,HTTH5FYMGBHUCBZZ,Pilgrim,370.0,267,87,197,425,803,1426,0,0,0,0,0,0,7,0,0,0,0,2,0,0,1,0,0,10.780776,5.49021,4.791456,0.837,Smart/Flipkart,Yes
bhi_vas_wh_nl_01nl,PGKS1,"Pilgrim Sulfate Free Shampoo| Non Foaming | with Argan Oil, White Lotus & Camellia | Korean K-Beauty | Cleans Gently, Nourishes & Fights Hair Fall | All Hair Types | Sulfate & Paraben Free",LSTSMPFZZCMP7ZYRWF5AYQFBI,SMPFZZCMP7ZYRWF5,Pilgrim,293.0,91,50,91,195,411,570,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,0,0,20.064222,4.9911,4.591812,0.283,"Smart/Flipkart, Seller",Yes
ulub_bts,PGKS-RAAHGSDPS1,Pilgrim Advanced Hair Growth Serum For Dandruff Prone Scalp For Both Men & Women,LSTHTTH5FY8KVNZ3QRZLG8RRK,HTTH5FY8KVNZ3QRZ,Pilgrim,445.0,185,217,442,967,1831,2937,4428,0,0,0,1,0,10,0,0,0,0,0,0,0,2,0,0,11.180064,5.49021,5.789676,0.1,Smart/Flipkart,Yes
bhi_vas_wh_nl_01nl,PGK-10NFS30,Pilgrim 10% Niacinamide Face Serum for Men and Women|Reduce Acne Mark|Bright Skin,LSTFRNHFCG4YEBFWXVYZLTJCP,FRNHFCG4YEBFWXVY,Pilgrim,475.0,1528,771,1953,3959,7479,9635,1233,0,0,0,13,0,28,0,5,1,0,18,0,0,1,0,2,10.48131,5.1907440000000005,5.290566,0.1,Smart/Flipkart,Yes
